Embryo_ID,Area,Mean,Min,Max,Median,Slice,Frame,MinThr,MaxThr
122717Spry_BJ10_mov,506.283,282.389,100,1252,216,1,1,100,65535
122717Spry_BJ10_mov,535.312,252.985,100,1016,190,2,1,100,65535
122717Spry_BJ10_mov,562.503,241.615,100,982,200,3,1,100,65535
122717Spry_BJ10_mov,532.631,245.492,100,844,210,4,1,100,65535
122717Spry_BJ10_mov,516.01,256.849,100,852,228,5,1,100,65535
122717Spry_BJ10_mov,542.129,254.409,100,1167,232,6,1,100,65535
122717Spry_BJ10_mov,561.354,243.649,100,762,220,7,1,100,65535
122717Spry_BJ10_mov,531.099,225.754,100,834,203,8,1,100,65535
122717Spry_BJ10_mov,547.26,206.251,100,714,180,9,1,100,65535
122717Spry_BJ10_mov,549.788,197.545,100,730,168,10,1,100,65535
122717Spry_BJ10_mov,543.431,195.574,100,717,164,11,1,100,65535
122717Spry_BJ10_mov,480.394,192.874,100,689,161,12,1,100,65535
122717Spry_BJ10_mov,435.051,185.134,100,681,151,13,1,100,65535
122717Spry_BJ10_mov,406.252,182.803,100,720,151,14,1,100,65535
122717Spry_BJ10_mov,411.613,179.064,100,590,153,15,1,100,65535
122717Spry_BJ10_mov,376.227,178.338,100,553,158,16,1,100,65535
122717Spry_BJ10_mov,323.148,171.403,100,433,155,17,1,100,65535
122717Spry_BJ10_mov,259.575,158.673,100,477,145,18,1,100,65535
122717Spry_BJ10_mov,199.066,152.743,100,400,138,19,1,100,65535
122717Spry_BJ10_mov,178.463,148.774,100,387,139,20,1,100,65535
122717Spry_BJ10_mov,141.085,148.076,100,327,136,21,1,100,65535
122717Spry_BJ10_mov,91.989,145.376,100,367,132,22,1,100,65535
122717Spry_BJ10_mov,61.122,142.68,100,337,134,23,1,100,65535
122717Spry_BJ10_mov,37.224,129.325,100,269,122,24,1,100,65535
122717Spry_BJ10_mov,18.382,124.833,100,223,119,25,1,100,65535
122717Spry_BJ10_mov,8.272,119.565,100,191,111,26,1,100,65535
122717Spry_BJ10_mov,3.6,118.787,100,168,114,27,1,100,65535
122717Spry_BJ10_mov,0.919,107.583,100,117,106,28,1,100,65535
122717Spry_BJ10_mov,0,NaN,65535,97,NaN,29,1,100,65535
122717Spry_BJ10_mov,0.077,120,120,120,120,30,1,100,65535
122717Spry_BJ10_mov,0.077,115,115,115,115,31,1,100,65535
122717Spry_BJ10_mov,0.077,103,103,103,103,32,1,100,65535
122717Spry_BJ10_mov,0.23,112,111,114,111,33,1,100,65535
122717Spry_BJ10_mov,0,NaN,65535,82,NaN,34,1,100,65535
122717Spry_BJ10_mov,0,NaN,65535,82,NaN,35,1,100,65535
122717Spry_BJ10_mov,0,NaN,65535,63,NaN,36,1,100,65535
122717Spry_BJ10_mov,0,NaN,65535,87,NaN,37,1,100,65535
122717Spry_BJ10_mov,0,NaN,65535,75,NaN,38,1,100,65535
122717Spry_BJ10_mov,0,NaN,65535,80,NaN,39,1,100,65535
122717Spry_BJ10_mov,0,NaN,65535,24,NaN,40,1,100,65535
122717Spry_BJ10_mov,0,NaN,65535,45,NaN,41,1,100,65535
122717Spry_BJ10_mov,0,NaN,65535,53,NaN,42,1,100,65535
122717Spry_BJ10_mov,0,NaN,65535,48,NaN,43,1,100,65535
122717Spry_BJ10_mov,0,NaN,65535,66,NaN,44,1,100,65535
122717Spry_BJ10_mov,0,NaN,65535,58,NaN,45,1,100,65535
122717Spry_BJ10_mov,0,NaN,65535,96,NaN,46,1,100,65535
122717Spry_BJ10_mov,0,NaN,65535,45,NaN,47,1,100,65535
122717Spry_BJ10_mov,0,NaN,65535,71,NaN,48,1,100,65535
122717Spry_BJ10_mov,0,NaN,65535,27,NaN,49,1,100,65535
122717Spry_BJ10_mov,703.664,295.349,100,1465,238,1,2,100,65535
122717Spry_BJ10_mov,660.312,244.679,100,888,207,2,2,100,65535
122717Spry_BJ10_mov,617.497,233.526,100,821,198,3,2,100,65535
122717Spry_BJ10_mov,574.221,243.01,100,784,220,4,2,100,65535
122717Spry_BJ10_mov,549.328,256.617,100,1054,229,5,2,100,65535
122717Spry_BJ10_mov,545.116,277.061,100,1389,233,6,2,100,65535
122717Spry_BJ10_mov,581.881,263.189,100,1081,223,7,2,100,65535
122717Spry_BJ10_mov,610.45,243.264,100,917,206,8,2,100,65535
122717Spry_BJ10_mov,650.815,218.61,100,787,186,9,2,100,65535
122717Spry_BJ10_mov,621.403,199.522,100,691,177,10,2,100,65535
122717Spry_BJ10_mov,585.251,183.316,100,622,159,11,2,100,65535
122717Spry_BJ10_mov,559.362,185.025,100,702,156,12,2,100,65535
122717Spry_BJ10_mov,541.822,192.102,100,798,158,13,2,100,65535
122717Spry_BJ10_mov,486.981,196.573,100,710,164,14,2,100,65535
122717Spry_BJ10_mov,468.446,191.739,100,595,167,15,2,100,65535
122717Spry_BJ10_mov,451.365,185.533,100,564,161,16,2,100,65535
122717Spry_BJ10_mov,412.073,178.724,100,482,158,17,2,100,65535
122717Spry_BJ10_mov,341.454,170.926,100,508,153,18,2,100,65535
122717Spry_BJ10_mov,265.703,156.063,100,392,144,19,2,100,65535
122717Spry_BJ10_mov,177.697,145.078,100,343,134,20,2,100,65535
122717Spry_BJ10_mov,93.827,126.927,100,290,119,21,2,100,65535
122717Spry_BJ10_mov,50.705,122.802,100,247,117,22,2,100,65535
122717Spry_BJ10_mov,29.182,120.493,100,213,115,23,2,100,65535
122717Spry_BJ10_mov,17.08,118.224,100,208,111,24,2,100,65535
122717Spry_BJ10_mov,7.736,115.663,100,203,110,25,2,100,65535
122717Spry_BJ10_mov,2.604,111.971,100,143,111,26,2,100,65535
122717Spry_BJ10_mov,0.153,115,115,115,115,27,2,100,65535
122717Spry_BJ10_mov,0.153,101,101,101,101,28,2,100,65535
122717Spry_BJ10_mov,0,NaN,65535,94,NaN,29,2,100,65535
122717Spry_BJ10_mov,0.077,100,100,100,100,30,2,100,65535
122717Spry_BJ10_mov,0,NaN,65535,72,NaN,31,2,100,65535
122717Spry_BJ10_mov,0,NaN,65535,66,NaN,32,2,100,65535
122717Spry_BJ10_mov,0,NaN,65535,89,NaN,33,2,100,65535
122717Spry_BJ10_mov,0,NaN,65535,80,NaN,34,2,100,65535
122717Spry_BJ10_mov,0,NaN,65535,79,NaN,35,2,100,65535
122717Spry_BJ10_mov,0,NaN,65535,84,NaN,36,2,100,65535
122717Spry_BJ10_mov,0,NaN,65535,93,NaN,37,2,100,65535
122717Spry_BJ10_mov,0,NaN,65535,54,NaN,38,2,100,65535
122717Spry_BJ10_mov,0,NaN,65535,64,NaN,39,2,100,65535
122717Spry_BJ10_mov,0,NaN,65535,54,NaN,40,2,100,65535
122717Spry_BJ10_mov,0,NaN,65535,38,NaN,41,2,100,65535
122717Spry_BJ10_mov,0,NaN,65535,28,NaN,42,2,100,65535
122717Spry_BJ10_mov,0,NaN,65535,48,NaN,43,2,100,65535
122717Spry_BJ10_mov,0,NaN,65535,46,NaN,44,2,100,65535
122717Spry_BJ10_mov,0,NaN,65535,49,NaN,45,2,100,65535
122717Spry_BJ10_mov,0,NaN,65535,71,NaN,46,2,100,65535
122717Spry_BJ10_mov,0,NaN,65535,45,NaN,47,2,100,65535
122717Spry_BJ10_mov,0,NaN,65535,32,NaN,48,2,100,65535
122717Spry_BJ10_mov,0,NaN,65535,16,NaN,49,2,100,65535
122717Spry_BJ10_mov,596.816,281.098,100,1075,252,1,3,100,65535
122717Spry_BJ10_mov,640.781,259.395,100,979,227,2,3,100,65535
122717Spry_BJ10_mov,660.772,266.48,100,990,240,3,3,100,65535
122717Spry_BJ10_mov,715,268.642,100,1225,224,4,3,100,65535
122717Spry_BJ10_mov,719.902,273.331,100,1204,220,5,3,100,65535
122717Spry_BJ10_mov,718.523,273.699,100,1133,221,6,3,100,65535
122717Spry_BJ10_mov,699.375,261.151,100,970,221,7,3,100,65535
122717Spry_BJ10_mov,721.511,233.216,100,897,201,8,3,100,65535
122717Spry_BJ10_mov,701.596,211.323,100,704,185,9,3,100,65535
122717Spry_BJ10_mov,689.954,202.084,100,778,176,10,3,100,65535
122717Spry_BJ10_mov,645.3,207.499,100,996,170,11,3,100,65535
122717Spry_BJ10_mov,575.677,213.183,100,941,161,12,3,100,65535
122717Spry_BJ10_mov,541.439,211.008,100,839,162,13,3,100,65535
122717Spry_BJ10_mov,501.611,208.607,100,774,170,14,3,100,65535
122717Spry_BJ10_mov,492.496,203.455,100,683,175,15,3,100,65535
122717Spry_BJ10_mov,463.697,196.19,100,573,174,16,3,100,65535
122717Spry_BJ10_mov,412.915,179.501,100,643,160,17,3,100,65535
122717Spry_BJ10_mov,354.321,158.685,100,477,145,18,3,100,65535
122717Spry_BJ10_mov,252.376,148.423,100,388,137,19,3,100,65535
122717Spry_BJ10_mov,158.778,135.469,100,329,126,20,3,100,65535
122717Spry_BJ10_mov,98.652,130.13,100,277,123,21,3,100,65535
122717Spry_BJ10_mov,48.867,126.886,100,266,118,22,3,100,65535
122717Spry_BJ10_mov,27.574,128.519,100,213,123,23,3,100,65535
122717Spry_BJ10_mov,14.476,122.698,101,174,115,24,3,100,65535
122717Spry_BJ10_mov,4.979,112.708,100,146,107,25,3,100,65535
122717Spry_BJ10_mov,1.379,115.278,100,145,110,26,3,100,65535
122717Spry_BJ10_mov,0.23,106.667,102,112,106,27,3,100,65535
122717Spry_BJ10_mov,0.153,107.5,102,113,113,28,3,100,65535
122717Spry_BJ10_mov,0,NaN,65535,65,NaN,29,3,100,65535
122717Spry_BJ10_mov,0,NaN,65535,79,NaN,30,3,100,65535
122717Spry_BJ10_mov,0,NaN,65535,68,NaN,31,3,100,65535
122717Spry_BJ10_mov,0,NaN,65535,79,NaN,32,3,100,65535
122717Spry_BJ10_mov,0,NaN,65535,73,NaN,33,3,100,65535
122717Spry_BJ10_mov,0.077,104,104,104,104,34,3,100,65535
122717Spry_BJ10_mov,0,NaN,65535,83,NaN,35,3,100,65535
122717Spry_BJ10_mov,0.077,120,120,120,120,36,3,100,65535
122717Spry_BJ10_mov,0,NaN,65535,85,NaN,37,3,100,65535
122717Spry_BJ10_mov,0,NaN,65535,57,NaN,38,3,100,65535
122717Spry_BJ10_mov,0,NaN,65535,41,NaN,39,3,100,65535
122717Spry_BJ10_mov,0,NaN,65535,26,NaN,40,3,100,65535
122717Spry_BJ10_mov,0,NaN,65535,37,NaN,41,3,100,65535
122717Spry_BJ10_mov,0,NaN,65535,24,NaN,42,3,100,65535
122717Spry_BJ10_mov,0,NaN,65535,58,NaN,43,3,100,65535
122717Spry_BJ10_mov,0,NaN,65535,66,NaN,44,3,100,65535
122717Spry_BJ10_mov,0,NaN,65535,72,NaN,45,3,100,65535
122717Spry_BJ10_mov,0,NaN,65535,76,NaN,46,3,100,65535
122717Spry_BJ10_mov,0,NaN,65535,59,NaN,47,3,100,65535
122717Spry_BJ10_mov,0,NaN,65535,44,NaN,48,3,100,65535
122717Spry_BJ10_mov,0,NaN,65535,46,NaN,49,3,100,65535
122717Spry_BJ10_mov,793.815,284.528,100,1244,239,1,4,100,65535
122717Spry_BJ10_mov,854.63,294.549,100,1142,253,2,4,100,65535
122717Spry_BJ10_mov,833.797,305.755,100,1516,266,3,4,100,65535
122717Spry_BJ10_mov,792.13,306.615,100,1374,259,4,4,100,65535
122717Spry_BJ10_mov,780.871,291.817,100,1147,239,5,4,100,65535
122717Spry_BJ10_mov,796.419,270.909,100,1107,227,6,4,100,65535
122717Spry_BJ10_mov,813.576,240.992,100,1129,198,7,4,100,65535
122717Spry_BJ10_mov,778.649,230.659,100,991,198,8,4,100,65535
122717Spry_BJ10_mov,741.655,222.502,100,1091,185,9,4,100,65535
122717Spry_BJ10_mov,662.993,229.454,100,938,178,10,4,100,65535
122717Spry_BJ10_mov,583.183,234.502,100,1016,172,11,4,100,65535
122717Spry_BJ10_mov,520.682,218.22,100,919,162,12,4,100,65535
122717Spry_BJ10_mov,484.224,202.374,100,725,161,13,4,100,65535
122717Spry_BJ10_mov,476.565,195.271,100,703,160,14,4,100,65535
122717Spry_BJ10_mov,448.148,194.93,100,802,157,15,4,100,65535
122717Spry_BJ10_mov,416.209,190.407,100,581,166,16,4,100,65535
122717Spry_BJ10_mov,376.993,176.278,100,563,158,17,4,100,65535
